id,question_rich_text,question_title,explanation,hint_text,question_text,difficulty
177,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs output the titles and production years of the movies which were written by writers born after 1980?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{title,production year} (Movie\bowtie (Writer\bowtie (\sigma_{year born>1980}(Person)))) }"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{title,production year}(Writer\bowtie (\sigma_{year born>1980}(Person))) }"" border=""0""/>",Q8-15,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs output the titles and production years of the movies which were written by writers born after 1980? A: 1980}(Person)))) }"" border=""0""/> B: 1980}(Person))) }"" border=""0""/>",3
176,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs output the ids of the directors who have directed any comedy or action movies?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id}(Director\bowtie (\sigma_{major genre=' comedy'}(Movie)\cup\sigma_{major genre=' action'}(Movie))) }"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id} (\sigma_{major genre=' comedy'}(Director\bowtie Movie))\cup\pi_{id}(\sigma_{major genre=' action'}(Director\bowtie Movie)) }"" border=""0""/>",Q8-14,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs output the ids of the directors who have directed any comedy or action movies? A: B:",3
175,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs will output the ids of the directors who have directed any comedy or action movies?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id}(Director\bowtie (\sigma_{major genre=' comedy'\vee major genre=' action'}(Movie))) }"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id}(Director\bowtie (\sigma_{major genre=' comedy'}(Movie)\cup\sigma_{major genre=' action'}(Movie))) }"" border=""0""/>",Q8-13,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs will output the ids of the directors who have directed any comedy or action movies? A: B:",3
174,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs will give you the ids of the directors who have directed both comedy movies and action movies?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id}(Director\bowtie (\sigma_{major genre=' comedy'\wedge  major genre=' action'}(Movie))) }"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id}(Director\bowtie (\sigma_{major genre=' comedy'}(Movie)\cap\sigma_{major genre=' action'}(Movie))) }"" border=""0""/>",Q8-12,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs will give you the ids of the directors who have directed both comedy movies and action movies? A: B:",3
173,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs will give you the ids of the directors who have directed both comedy movies and action movies?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id}(Director\bowtie(\sigma_{major genre=' comedy'}(Movie)\cap\sigma_{major genre=' action'}(Movie)) )}"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id}(\sigma_{major genre=' comedy'}(Director\bowtie Movie))\cap\pi_{id}(\sigma_{major genre=' action'}(Director\bowtie Movie)) }"" border=""0""/>",Q8-11,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs will give you the ids of the directors who have directed both comedy movies and action movies? A: B:",3
172,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs will output the ids of the writers who have written movies produced in year 2000 but not in year 2010?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id}(\sigma_{productionyear=2000}(Writer)-\sigma_{productionyear=2010}(Writer))}"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{id}(\sigma_{productionyear=2000\wedge productionyear\neq 2010}(Writer))}"" border=""0""/>",Q8-10,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs will output the ids of the writers who have written movies produced in year 2000 but not in year 2010? A: B:",3
171,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs will output the first and last names of the directors who have never written any movies?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{firstname,lastname}(Person \bowtie (Director\bowtie _{Director.id \neq Writer.id}Writer))}"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{firstname,lastname}(Person \bowtie (\pi_{id}(Director)- \pi_{id}(Writer)))}"" border=""0""/>",Q8-9,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs will output the first and last names of the directors who have never written any movies? A: B:",2
170,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs will output the first and last names of the directors who have never written any movies?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{firstname,lastname}(Person \bowtie (Director-Writer))}"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{firstname,lastname}(Director \bowtie Person)-\pi_{firstname,lastname}(Writer\bowtie Person)}"" border=""0""/>",Q8-8,," Different persons may have the same first and last names. Consider one director named John Smith (id=001) has never written any movies, but there is also one writer named John Smith (id = 002).","Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs will output the first and last names of the directors who have never written any movies? A: B:",3
169,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs will output the first and last names of the writers who were born in 1970 and have written movies produced in 2010?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{firstname,lastname}(\sigma_{yearborn=1970}(Writer\bowtie Person)\bowtie \sigma_{productionyear=2010}(Movie ))}"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{firstname,lastname}(\sigma_{yearborn=1970 \wedge production year=2010}(Writer\bowtie Person\bowtie Movie ))}"" border=""0""/>",Q8-7,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs will output the first and last names of the writers who were born in 1970 and have written movies produced in 2010? A: B:",2
168,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Which of the following RAs will output the first and last names of the directors who have directed movies produced in USA?<br>
<br>
A: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{firstname,lastname}(\sigma_{country=' USA'}((Movie\bowtie Director)\bowtie Person))}"" border=""0""/><br>
B: <img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{firstname,lastname}(\sigma_{country=' USA'}((Movie\bowtie Person)\bowtie Director ))}"" border=""0""/>",Q8-6,,Consider the order of natural joins. ,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Which of the following RAs will output the first and last names of the directors who have directed movies produced in USA? A: B:",3
167,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Are the following two RA expressions equivalent?<br>
<br>
<img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\sigma_{title=' Jurassic Park'  \wedge 
 year born=1945}(Director\bowtie Person)}"" border=""0""/><br>
<img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\sigma_{title=' Jurassic Park'}(Director)\bowtie \sigma_{year born=1945} (Person)}"" border=""0""/>",Q8-5,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Are the following two RA expressions equivalent?",2
166,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Are the following two RA expressions equivalent?<br>
<br>
<img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{title,production year}(\sigma_{last name='Cameron'}(Person)\bowtie Director)}"" border=""0""/><br>
<img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{title,production year}(\sigma_{last name='Cameron'}(Person)\bowtie \pi_{title,production year}Director)}"" border=""0""/>",Q8-4,,Consider what attributes are needed for the natural join between Person and Director.,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Are the following two RA expressions equivalent?",2
165,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Are the following two RA expressions equivalent?<br>
<br>
<img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{title}(\pi_{title,production year}(Movie\bowtie Writer))}"" border=""0""/><br>
<img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{title,production year} {(\pi_{title}(Movie\bowtie Writer))}}"" border=""0""/>",Q8-3,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Are the following two RA expressions equivalent?",1
164,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Are the following two RA expressions equivalent?<br>
<br>
<img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} {\pi_{title,credits}(Movie\bowtie Writer)}"" border=""0""/><br>
<img src=""http://latex.codecogs.com/gif.latex?\bf \large \color{red} { ({\pi_{title,credits}(Movie))\bowtie (Writer)}}"" border=""0""/>",Q8-2,,Consider what attributes are needed for the natural join between Movie and Writer.,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Are the following two RA expressions equivalent?",1
163,"Consider the following database schema:<br> 
<br> 
Movie(title, production year, country, run time, major genre)<br> 
primary key : {title, production year}<br> 
<br> 
Person(id, first name, last name, year born)<br> 
primary key : {id}<br> 
<br> 
Director(id, title, production year)<br> 
primary key : {title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br> 
Writer(id, title, production year, credits)<br> 
primary key : {id, title, production year}<br> 
foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id]<br> 
<br>
Are the following two RA expressions equivalent?<br>
<br>
<img src=""http://latex.codecogs.com/gif.latex?\color{red} {\bf \large \sigma_{title='TheCove'}(\sigma_{production year=2007}(Movie))}"" border=""0""/><br>
<img src=""http://latex.codecogs.com/gif.latex?\color{red} {\bf \large \sigma_{production year=2007}(\sigma_{title='TheCove'}(Movie))}"" border=""0""/>
",Q8-1,,,"Consider the following database schema: Movie(title, production year, country, run time, major genre) primary key : {title, production year} Person(id, first name, last name, year born) primary key : {id} Director(id, title, production year) primary key : {title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Writer(id, title, production year, credits) primary key : {id, title, production year} foreign keys : [title, production year] ⊆ Movie[title, production year], [id] ⊆ Person[id] Are the following two RA expressions equivalent?",1
162,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\pi_{E1.StudentID,E2.StudentID}(\rho_{E1}(Enrol)\bowtie_{(E1.CourseNo=E2.CourseNo)\wedge(E1.StudentID\neq E2.StudentID)}\rho_{E2}(Enrol))}"" border=""0""/>",Q7-17,,,How many rows will be in the result for the following relational algebra expression?,3
161,"How many rows will be in the result for the following relational algebra expression?<br>
 <img src=""http://latex.codecogs.com/gif.latex?\large \large \bf \color{red} {\rho_{E1}(Enrol)\bowtie_{E1.CourseNo=E2.CourseNo}\rho_{E2}(Enrol)}"" border=""0""/>",Q7-16,,,How many rows will be in the result for the following relational algebra expression?,2
160,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\pi_{C1.CourseNo,C2.CourseNo}(\rho_{C1}(Course)\times\rho_{C2} (Course))}"" border=""0""/>",Q7-15,,,How many rows will be in the result for the following relational algebra expression?,2
159,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {Course\bowtie_{Course.CourseNo\neq Enrol.CourseNo} Enrol}"" border=""0""/>",Q7-14,,,How many rows will be in the result for the following relational algebra expression?,3
158,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\sigma_{Year = 2018}(Course\bowtie_{Course.CourseNo=Enrol.CourseNo} Enrol)}"" border=""0""/>",Q7-13,,"Join R1 ⋈ R2 is introduced as the combination of Cartesian product and selection.
",How many rows will be in the result for the following relational algebra expression?,2
157,"How many rows will be in the result for the following relational algebra expression?<br>
 <img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {Course\bowtie Course}"" border=""0""/>",Q7-12,,"Join R1 ⋈ R2 is introduced as the combination of Cartesian product and selection.
",How many rows will be in the result for the following relational algebra expression?,2
156,"How many rows will be in the result for the following relational algebra expression?<br>
 <img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {Course\bowtie Enrol}"" border=""0""/>",Q7-11,,,How many rows will be in the result for the following relational algebra expression?,1
155,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {Course\bowtie_{Course.CourseNo=Enrol.CourseNo} Enrol}"" border=""0""/>",Q7-10,,"Join R1 ⋈ R2 is introduced as the combination of Cartesian product and selection.
",How many rows will be in the result for the following relational algebra expression?,1
154,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\pi_{Course.CourseNo,Enrol.StudentID}(Course\times Enrol)}"" border=""0""/>",Q7-9,,Projection chooses columns. Cartesian product R1 × R2 combines tuples from two relations in a combinatorial fashion.,How many rows will be in the result for the following relational algebra expression?,1
153,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {Course\times Enrol}"" border=""0""/>",Q7-8,,Cartesian product R1 × R2 combines tuples from two relations in a combinatorial fashion.,How many rows will be in the result for the following relational algebra expression?,1
152,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\pi_{CourseNo}(\sigma_{StudentID=102}(Study)- \sigma_{StudentID=103}(Study))}"" border=""0""/>",Q7-7,,,How many rows will be in the result for the following relational algebra expression?,2
151,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\pi_{CourseNo}(\sigma_{StudentID=102}(Study))- \pi_{CourseNo}(\sigma_{StudentID=103}(Study))}"" border=""0""/>",Q7-6,,,How many rows will be in the result for the following relational algebra expression?,1
150,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\pi_{StudentID}(\sigma_{CourseNo='COMP2400'}(Study))\cup \pi_{StudentID}(\sigma_{CourseNo='STAT2001'}(Study))}"" border=""0""/>",Q7-5,,,How many rows will be in the result for the following relational algebra expression?,1
149,"How many rows will be in the result for the following relational algebra expression?<br>
 <img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\pi_{CourseNo}(\sigma_{StudentID = 102}(Study)\cup\sigma_{StudentID = 103}(Study))}"" border=""0""/>",Q7-4,,"Selection chooses rows and Projection chooses columns. Union, denoted as R1 ∪ R2, results in a relation that includes all tuples either in R1 or in R2. Duplicate tuples are eliminated.",How many rows will be in the result for the following relational algebra expression?,1
148,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\pi_{CourseNo}(Study)}"" border=""0""/>",Q7-3,"<center><table style=""padding: 8px;text-align: center;"" border=""1"">
  <tr>
    <th>CourseNo</th>
  </tr>
  <tr>
    <td>COMP2400</td>
  </tr>
  <tr>
    <td>STAT2001</td>
  </tr>
 <tr>
    <td>BUSN2011</td>
  </tr>
</table></center>
",,How many rows will be in the result for the following relational algebra expression?,1
147,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\sigma_{name=' Fran'}(Study)}"" border=""0""/>",Q7-2,,"Selection (σ) chooses tuples that satisfy the condition  φ from a relation R
",How many rows will be in the result for the following relational algebra expression?,1
146,"How many rows will be in the result for the following relational algebra expression?<br> 
<img src=""http://latex.codecogs.com/gif.latex?\large \bf \color{red} {\pi_{StudentID,Name}(Study)}"" border=""0""/>",Q7-1,"<center><table style=""padding: 8px;text-align: center;"" border=""1"">
  <tr>
    <th>StudentID</th>
    <th>Name</th>
  </tr>
  <tr>
    <td>100</td>
    <td>Tom</td>
  </tr>
  <tr>
    <td>101</td>
    <td>Tom</td>
  </tr>
 <tr>
    <td>102</td>
    <td>Peter</td>
  </tr>
<tr>
    <td>103</td>
    <td>Fran</td>
  </tr>
</table></center>
","Projection(π) only keeps a number of specified attributes (columns) from a relation R, while the other attributes are discarded.",How many rows will be in the result for the following relational algebra expression?,1
143,Which of the following is correct?,Q6-14,,3NF is a less restrictive normal form such that a lossless and dependency preserving decomposition can always be found.,Which of the following is correct?,2
